## blobtools v0.9.19
## assembly	: /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## coverage	: spades - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## taxonomy	: tax0 - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.blast
## nodesDB	: None
## taxrule	: bestsum
##
# name	length	GC	N	spades	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
SRR1425446_3_length_349_cov_5.70748	349	0.5587	0	5.707	Bacteria	6059.0	0	Proteobacteria	6059.0	0	Rhodospirillales	6059.0	0	Acetobacteraceae	6059.0	0	Acetobacteraceae-undef	3225.0	2	Acetobacter ghanensis	2272.0	6
SRR1425447_1_length_1128_cov_4.13607	1128	0.5168	0	4.136	Bacteria	18057.0	0	Firmicutes	18057.0	0	Lactobacillales	18057.0	0	Lactobacillaceae	18057.0	0	Lactobacillus	18057.0	0	Lactobacillus sp. wkB8	7648.0	5
SRR1425447_2_length_560_cov_5.34455	560	0.4982	0	5.345	Bacteria	7467.0	0	Firmicutes	6674.0	1	Lactobacillales	6674.0	1	Lactobacillaceae	6674.0	1	Lactobacillus	6674.0	1	Lactobacillus sp. wkB8	3364.0	4
SRR1425447_3_length_274_cov_1.52968	274	0.5766	0	1.53	Bacteria	3359.0	1	Proteobacteria	2155.0	2	Enterobacterales	1365.0	4	Yersiniaceae	1365.0	4	Serratia	1365.0	4	uncultured bacterium	1204.0	5
SRR1425450_1_length_260_cov_1.54634	260	0.5115	0	1.546	Bacteria	4786.0	0	Proteobacteria	4786.0	0	Aeromonadales	4786.0	0	Aeromonadaceae	4786.0	0	Aeromonas	4786.0	0	Aeromonas hydrophila	4786.0	0
SRR1425453_1_length_1663_cov_12.4627	1663	0.5183	0	12.463	Bacteria	34225.0	0	Firmicutes	21987.0	1	Lactobacillales	21987.0	3	Lactobacillaceae	21987.0	3	Lactobacillus	21987.0	3	Lactobacillus sp. wkB8	10556.0	7
SRR1425453_2_length_214_cov_4.58491	214	0.5561	0	4.585	Bacteria	3960.0	0	Proteobacteria	3960.0	0	Aeromonadales	3960.0	0	Aeromonadaceae	3960.0	0	Aeromonas	3960.0	0	Aeromonas hydrophila	1980.0	3
SRR1425455_1_length_828_cov_2.9392	828	0.5145	0	2.939	Bacteria	13992.0	0	Firmicutes	8491.0	1	Lactobacillales	7263.0	2	Lactobacillaceae	7263.0	2	Lactobacillus	7263.0	2	Lactobacillus helveticus	3738.0	6
SRR1425455_2_length_812_cov_3.15852	812	0.5197	0	3.159	Bacteria	18658.0	0	Firmicutes	11519.0	1	Lactobacillales	10337.0	3	Lactobacillaceae	10337.0	3	Lactobacillus	10337.0	4	Pasteurella multocida	4740.0	11
SRR1425455_3_length_223_cov_2.19643	223	0.574	0	2.196	Bacteria	2962.0	1	Proteobacteria	1887.0	2	Enterobacterales	1221.0	4	Yersiniaceae	1221.0	4	Serratia	1221.0	4	uncultured bacterium	1075.0	5
SRR1425461_1_length_342_cov_0.902439	342	0.5234	0	0.902	Bacteria	5566.0	0	Firmicutes	5566.0	0	Lactobacillales	4412.0	1	Lactobacillaceae	4412.0	1	Lactobacillus	4412.0	1	Lactobacillus helveticus	1586.0	5
SRR1425463_1_length_472_cov_1.73621	472	0.5212	0	1.736	Bacteria	6393.0	0	Firmicutes	5707.0	1	Lactobacillales	5707.0	1	Lactobacillaceae	5707.0	1	Lactobacillus	5707.0	1	Lactobacillus sp. wkB8	3024.0	3
SRR1425463_2_length_357_cov_2.87417	357	0.5294	0	2.874	Bacteria	6388.0	0	Firmicutes	6388.0	0	Lactobacillales	5068.0	1	Lactobacillaceae	5068.0	1	Lactobacillus	5068.0	1	Lactobacillus helveticus	1824.0	6
SRR1425463_3_length_253_cov_1.70202	253	0.5059	0	1.702	Bacteria	4362.0	0	Firmicutes	3894.0	1	Lactobacillales	3894.0	1	Lactobacillaceae	3894.0	1	Lactobacillus	3894.0	1	uncultured Lactobacillus sp.	1404.0	5
SRR1425464_1_length_979_cov_5.26623	979	0.523	0	5.266	Bacteria	16579.0	0	Firmicutes	16579.0	0	Lactobacillales	16579.0	0	Lactobacillaceae	16579.0	0	Lactobacillus	16579.0	0	Lactobacillus helveticus	3050.0	8
SRR1425464_2_length_539_cov_5.56198	539	0.5102	0	5.562	Bacteria	10479.0	0	Firmicutes	9601.0	1	Lactobacillales	9601.0	1	Lactobacillaceae	9288.0	2	Lactobacillus	9288.0	2	Lactobacillus sp. wkB8	3940.0	5
SRR1425465_1_length_793_cov_3.38347	793	0.5221	0	3.383	Bacteria	13928.0	0	Firmicutes	13928.0	0	Lactobacillales	13928.0	0	Lactobacillaceae	13928.0	0	Lactobacillus	13928.0	0	Lactobacillus helsingborgensis	2930.0	7
SRR1425465_2_length_530_cov_4.88842	530	0.5038	0	4.888	Bacteria	8814.0	0	Firmicutes	8814.0	0	Lactobacillales	8814.0	0	Lactobacillaceae	8814.0	0	Lactobacillus	8814.0	0	Lactobacillus sp. wkB8	3576.0	3
SRR1425466_1_length_1496_cov_31.8869	1496	0.5187	0	31.887	Bacteria	29379.0	0	Firmicutes	29379.0	0	Lactobacillales	26733.0	1	Lactobacillaceae	26733.0	1	Lactobacillus	26733.0	1	Lactobacillus sp. wkB8	10700.0	7
SRR1425467_1_length_961_cov_5.66777	961	0.5182	0	5.668	Bacteria	16560.0	0	Firmicutes	16560.0	0	Lactobacillales	16560.0	0	Lactobacillaceae	16560.0	0	Lactobacillus	16560.0	0	Lactobacillus helveticus	3061.0	8
SRR1425467_2_length_528_cov_7.10571	528	0.5133	0	7.106	Bacteria	10364.0	0	Firmicutes	10364.0	0	Lactobacillales	10364.0	0	Lactobacillaceae	10046.0	1	Lactobacillus	10046.0	1	Lactobacillus sp. wkB8	3860.0	4
SRR1425467_3_length_286_cov_1.08658	286	0.5909	0	1.087	Bacteria	5115.0	0	Actinobacteria	5115.0	0	Bifidobacteriales	5115.0	0	Bifidobacteriaceae	5115.0	0	Bifidobacterium	5115.0	0	Bifidobacterium kashiwanohense	1976.0	4
SRR1425469_1_length_676_cov_1.75362	676	0.5251	0	1.754	Bacteria	10743.0	1	Firmicutes	9420.0	3	Lactobacillales	9420.0	3	Lactobacillaceae	9420.0	3	Lactobacillus	9420.0	3	uncultured Lactobacillus sp.	3288.0	7
SRR1425469_2_length_344_cov_2.70934	344	0.532	0	2.709	Bacteria	5590.0	0	Firmicutes	4550.0	1	Lactobacillales	4550.0	1	Lactobacillaceae	4550.0	1	Lactobacillus	4550.0	1	uncultured bacterium	1040.0	8
SRR1425469_3_length_322_cov_1.69663	322	0.5	0	1.697	Bacteria	5264.0	0	Firmicutes	4794.0	1	Lactobacillales	4794.0	1	Lactobacillaceae	4794.0	1	Lactobacillus	4794.0	1	Lactobacillus sp. wkB8	2316.0	4
SRR1425469_4_length_209_cov_3.07792	209	0.5311	0	3.078	Bacteria	3822.0	0	Firmicutes	3822.0	0	Lactobacillales	3822.0	0	Lactobacillaceae	3822.0	0	Lactobacillus	3822.0	0	Lactobacillus crispatus	1500.0	6
SRR1425471_1_length_1663_cov_20.4384	1663	0.5201	0	20.438	Bacteria	48676.0	0	Firmicutes	37156.0	2	Lactobacillales	34192.0	5	Lactobacillaceae	34192.0	5	Lactobacillus	34192.0	5	Lactobacillus helveticus	15510.0	12
SRR1425471_2_length_218_cov_1.19018	218	0.5688	0	1.19	Bacteria	3930.0	0	Actinobacteria	3340.0	1	Bifidobacteriales	3340.0	1	Bifidobacteriaceae	3340.0	1	Bifidobacterium	3340.0	1	Bifidobacterium bifidum	1655.0	4
SRR1425471_3_length_214_cov_0.987421	214	0.5888	0	0.987	Bacteria	3365.0	0	Actinobacteria	3365.0	0	Bifidobacteriales	3365.0	0	Bifidobacteriaceae	3365.0	0	Bifidobacterium	3365.0	0	uncultured Bifidobacterium sp.	1560.0	2
SRR1425472_1_length_469_cov_0.876812	469	0.5394	0	0.877	Bacteria	6453.0	0	Firmicutes	6163.0	1	Lactobacillales	6163.0	1	Lactobacillaceae	6163.0	1	Lactobacillus	6163.0	1	Lactobacillus sp. wkB8	2876.0	4
SRR1425472_2_length_383_cov_1.42073	383	0.5117	0	1.421	Bacteria	6558.0	0	Firmicutes	5281.0	1	Lactobacillales	5281.0	1	Lactobacillaceae	5281.0	1	Lactobacillus	5281.0	1	uncultured Lactobacillus sp.	2826.0	4
SRR1425472_3_length_340_cov_0.957895	340	0.5412	0	0.958	Bacteria	4957.0	0	Firmicutes	4957.0	0	Lactobacillales	4957.0	0	Lactobacillaceae	4957.0	0	Lactobacillus	4957.0	0	uncultured Lactobacillus sp.	2121.0	4
SRR1425474_1_length_864_cov_2.33127	864	0.522	0	2.331	Bacteria	15115.0	0	Firmicutes	15115.0	0	Lactobacillales	15115.0	0	Lactobacillaceae	15115.0	0	Lactobacillus	15115.0	0	Lactobacillus kimbladii	3192.0	7
SRR1425474_2_length_275_cov_2.45455	275	0.52	0	2.455	Bacteria	4722.0	0	Firmicutes	4293.0	1	Lactobacillales	4293.0	1	Lactobacillaceae	4293.0	1	Lactobacillus	4293.0	1	uncultured Lactobacillus sp.	2540.0	3
SRR1425474_3_length_274_cov_2.99543	274	0.4964	0	2.995	Bacteria	4556.0	0	Firmicutes	4556.0	0	Lactobacillales	4556.0	0	Lactobacillaceae	4441.0	1	Lactobacillus	4441.0	1	Lactobacillus sp. wkB8	1984.0	4
SRR1425475_1_length_868_cov_1.8155	868	0.5207	0	1.815	Bacteria	15722.0	0	Firmicutes	13988.0	1	Lactobacillales	13988.0	4	Lactobacillaceae	13988.0	6	Lactobacillus	13988.0	8	Lactobacillus sp. 7_10_2CO2	1467.0	18
SRR1425475_2_length_435_cov_1.44737	435	0.531	0	1.447	Bacteria	6490.0	0	Firmicutes	6490.0	0	Lactobacillales	6490.0	0	Lactobacillaceae	6490.0	0	Lactobacillus	6490.0	0	Lactobacillus sp. wkB8	2928.0	2
SRR1425476_1_length_351_cov_5.11149	351	0.5613	0	5.111	Bacteria	6069.0	0	Proteobacteria	6069.0	0	Rhodospirillales	6069.0	0	Acetobacteraceae	6069.0	0	Acetobacteraceae-undef	3245.0	2	Acetobacter ghanensis	2264.0	6
SRR1425476_2_length_329_cov_3.91606	329	0.5562	0	3.916	Bacteria	4861.0	0	Proteobacteria	4861.0	0	Rhodospirillales	3458.0	1	Acetobacteraceae	3458.0	1	Acetobacteraceae-undef	2540.0	2	uncultured Acetobacteraceae bacterium	2540.0	2
SRR1425476_3_length_313_cov_4.63178	313	0.5591	0	4.632	Bacteria	5301.0	0	Proteobacteria	5167.0	1	Rhodospirillales	4658.0	2	Acetobacteraceae	4658.0	2	Acetobacter	2788.0	4	Acetobacter pasteurianus	2322.0	8
SRR1425476_4_length_259_cov_3.81373	259	0.5212	0	3.814	Bacteria	4290.0	0	Proteobacteria	4290.0	0	Rhodospirillales	4290.0	0	Acetobacteraceae	4290.0	0	Commensalibacter	2060.0	2	uncultured Commensalibacter sp.	2060.0	2
SRR1425477_1_length_470_cov_1.56867	470	0.5319	0	1.569	Bacteria	8362.0	0	Proteobacteria	8362.0	0	Rhizobiales	8362.0	0	Rhizobiaceae	8362.0	0	unresolved	4181.0	1	Rhizobium sp. IRBG74	1670.0	8
SRR1425477_2_length_317_cov_0.652672	317	0.5268	0	0.653	Bacteria	3827.0	0	Proteobacteria	2991.0	1	Rhizobiales	2588.0	2	Rhizobiaceae	2588.0	2	Agrobacterium	2588.0	2	Agrobacterium tumefaciens	1104.0	5
SRR1425477_3_length_249_cov_1.01031	249	0.5703	0	1.01	Bacteria	4508.0	0	Bacteria-undef	2706.0	1	Bacteria-undef	2706.0	1	Bacteria-undef	2706.0	1	Bacteria-undef	2706.0	2	uncultured bacterium	1808.0	5
SRR1425477_4_length_208_cov_1.01961	208	0.5288	0	1.02	Bacteria	3602.0	0	Firmicutes	2876.0	1	Lactobacillales	2876.0	1	Lactobacillaceae	2876.0	1	Lactobacillus	2876.0	1	Lactobacillus johnsonii	1428.0	4
SRR1425478_1_length_985_cov_44.8688	985	0.5198	0	44.869	Bacteria	16943.0	0	Firmicutes	16943.0	0	Lactobacillales	16943.0	0	Lactobacillaceae	16943.0	0	Lactobacillus	16943.0	0	Lactobacillus kimbladii	3589.0	7
SRR1425478_2_length_547_cov_46.2764	547	0.5082	0	46.276	Bacteria	10458.0	0	Firmicutes	10458.0	0	Lactobacillales	10458.0	0	Lactobacillaceae	10145.0	1	Lactobacillus	10145.0	1	Lactobacillus sp. wkB8	3908.0	4
SRR1425478_3_length_220_cov_0.89697	220	0.5545	0	0.897	Bacteria	3784.0	0	Proteobacteria	2234.0	1	Bacteria-undef	1550.0	2	Bacteria-undef	1550.0	2	Bacteria-undef	1550.0	2	uncultured bacterium	1550.0	4
SRR1425480_1_length_546_cov_1.62933	546	0.5916	0	1.629	Bacteria	9645.0	0	Actinobacteria	9645.0	0	Bifidobacteriales	9645.0	0	Bifidobacteriaceae	9645.0	0	Bifidobacterium	9645.0	0	Bifidobacterium breve	3680.0	4
SRR1425480_2_length_535_cov_25	535	0.4953	0	25.0	Bacteria	9035.0	0	Firmicutes	9035.0	0	Lactobacillales	7706.0	2	Lactobacillaceae	7706.0	2	Lactobacillus	7706.0	2	Lactobacillus sp. wkB8	3556.0	7
SRR1425480_3_length_426_cov_21.6765	426	0.5235	0	21.677	Bacteria	7241.0	0	Firmicutes	7241.0	0	Lactobacillales	7241.0	0	Lactobacillaceae	7241.0	0	Lactobacillus	7241.0	0	Lactobacillus acidophilus	1995.0	7
SRR1425480_4_length_413_cov_30.8017	413	0.5109	0	30.802	Bacteria	7223.0	0	Firmicutes	7223.0	0	Lactobacillales	7223.0	0	Lactobacillaceae	7223.0	0	Lactobacillus	7223.0	0	uncultured Lactobacillus sp.	3052.0	4
SRR1425480_5_length_370_cov_1.72063	370	0.5892	0	1.721	Bacteria	5793.0	0	Actinobacteria	5793.0	0	Bifidobacteriales	5793.0	0	Bifidobacteriaceae	5793.0	0	Bifidobacterium	5793.0	0	Bifidobacterium bifidum	2144.0	4
SRR1425481_1_length_1521_cov_10.7449	1521	0.5207	0	10.745	Bacteria	23457.0	0	Firmicutes	21002.0	1	Lactobacillales	21002.0	1	Lactobacillaceae	21002.0	1	Lactobacillus	21002.0	1	Lactobacillus sp. wkB8	10064.0	4
SRR1425481_2_length_1098_cov_2.85618	1098	0.5929	0	2.856	Bacteria	18382.0	0	Actinobacteria	18382.0	0	Bifidobacteriales	18382.0	0	Bifidobacteriaceae	18382.0	0	Bifidobacterium	18382.0	0	Bifidobacterium pseudocatenulatum	8600.0	2
SRR1425482_1_length_255_cov_0.775	255	0.5529	0	0.775	Bacteria	3703.0	0	Firmicutes	3703.0	0	Lactobacillales	3703.0	0	Lactobacillaceae	3703.0	0	Lactobacillus	3703.0	0	uncultured Lactobacillus sp.	3291.0	1
SRR1425483_1_length_655_cov_3.48833	655	0.5267	0	3.488	Bacteria	10977.0	0	Firmicutes	9833.0	1	Lactobacillales	9833.0	1	Lactobacillaceae	9833.0	1	Lactobacillus	9833.0	1	uncultured Lactobacillus sp.	3407.0	5
SRR1425483_2_length_525_cov_3.44681	525	0.5124	0	3.447	Bacteria	6845.0	0	Firmicutes	6845.0	0	Lactobacillales	6845.0	0	Lactobacillaceae	6845.0	0	Lactobacillus	6845.0	0	Lactobacillus acetotolerans	2788.0	4
SRR1425483_3_length_241_cov_2.42473	241	0.5643	0	2.425	Bacteria	3800.0	0	Proteobacteria	3800.0	0	Rhodospirillales	3800.0	0	Acetobacteraceae	3800.0	0	Acetobacter	1905.0	2	Acetobacter pasteurianus	1905.0	3
SRR1425485_1_length_1519_cov_23.4331	1519	0.5181	0	23.433	Bacteria	26742.0	0	Firmicutes	24320.0	1	Lactobacillales	21176.0	2	Lactobacillaceae	21176.0	2	Lactobacillus	21176.0	2	Lactobacillus sp. wkB8	10284.0	7
SRR1425486_1_length_810_cov_78.8887	810	0.521	0	78.889	Bacteria	14270.0	0	Firmicutes	14270.0	0	Lactobacillales	14270.0	0	Lactobacillaceae	14270.0	0	Lactobacillus	14270.0	0	Lactobacillus acidophilus	4008.0	6
SRR1425486_2_length_427_cov_31.3387	427	0.5246	0	31.339	Bacteria	6138.0	0	Firmicutes	5474.0	1	Lactobacillales	5474.0	1	Lactobacillaceae	5474.0	1	Lactobacillus	5474.0	1	Lactobacillus sp. wkB8	2848.0	3
SRR1425486_3_length_423_cov_19.2255	423	0.5366	0	19.226	Bacteria	6850.0	0	Firmicutes	6850.0	0	Lactobacillales	6850.0	0	Lactobacillaceae	6850.0	0	Lactobacillus	6850.0	0	uncultured Lactobacillus sp.	3289.0	5
SRR1425486_4_length_392_cov_84.2196	392	0.5306	0	84.22	Bacteria	6589.0	0	Firmicutes	5981.0	1	Lactobacillales	5981.0	1	Lactobacillaceae	5981.0	1	Lactobacillus	5981.0	1	unresolved	695.0	9
SRR1425486_5_length_365_cov_44.0129	365	0.5507	0	44.013	Bacteria	5653.0	0	Firmicutes	5004.0	1	Lactobacillales	5004.0	1	Lactobacillaceae	5004.0	1	Lactobacillus	5004.0	1	Lactobacillus sp. wkB8	2608.0	3
SRR1425486_6_length_357_cov_11.7649	357	0.5462	0	11.765	Bacteria	6198.0	0	Firmicutes	5034.0	1	Lactobacillales	5034.0	1	Lactobacillaceae	5034.0	1	Lactobacillus	5034.0	1	Lactobacillus mucosae	1746.0	7
SRR1425486_7_length_146_cov_17.0769	146	0.5616	0	17.077	Bacteria	2193.0	1	Firmicutes	1943.0	2	Lactobacillales	1943.0	2	Lactobacillaceae	1943.0	2	Lactobacillus	1943.0	2	Lactobacillus ginsenosidimutans	723.0	6
SRR1425486_8_length_140_cov_55.9294	140	0.5714	0	55.929	Bacteria	2514.0	0	Firmicutes	2277.0	1	Lactobacillales	2018.0	2	Lactobacillaceae	2018.0	2	Lactobacillus	2018.0	2	uncultured Lactobacillus sp.	745.0	7
SRR1425488_1_length_224_cov_1.23669	224	0.5893	0	1.237	Bacteria	3244.0	0	Actinobacteria	1894.0	2	Bifidobacteriales	1563.0	3	Bifidobacteriaceae	1563.0	3	Bifidobacterium	1563.0	3	uncultured Bifidobacterium sp.	1563.0	3
SRR1425490_1_length_329_cov_1.16788	329	0.5441	0	1.168	Bacteria	5104.0	0	Bacteria-undef	2552.0	2	Bacteria-undef	2552.0	3	Bacteria-undef	2552.0	3	Bacteria-undef	2552.0	4	uncultured bacterium	1026.0	8
SRR1425491_1_length_426_cov_1.09973	426	0.5282	0	1.1	Bacteria	6723.0	0	Firmicutes	6723.0	0	Lactobacillales	6723.0	0	Lactobacillaceae	6723.0	0	Lactobacillus	6723.0	0	Lactobacillus kunkeei	2502.0	6
SRR1425491_2_length_388_cov_1.2012	388	0.5309	0	1.201	Bacteria	6745.0	0	Firmicutes	6745.0	0	Lactobacillales	5355.0	1	Lactobacillaceae	5355.0	1	Lactobacillus	5355.0	1	Lactobacillus johnsonii	1935.0	6
SRR1425491_3_length_308_cov_1.33597	308	0.526	0	1.336	Bacteria	5058.0	0	Firmicutes	5058.0	0	Lactobacillales	5058.0	0	Lactobacillaceae	5058.0	0	Lactobacillus	5058.0	0	uncultured Lactobacillus sp.	1869.0	6
SRR1425493_1_length_813_cov_15.0501	813	0.5215	0	15.05	Bacteria	14035.0	0	Firmicutes	14035.0	0	Lactobacillales	14035.0	0	Lactobacillaceae	14035.0	0	Lactobacillus	14035.0	0	Lactobacillus helsingborgensis	4416.0	7
SRR1425493_2_length_650_cov_12.6689	650	0.5169	0	12.669	Bacteria	12634.0	0	Firmicutes	11555.0	1	Lactobacillales	11555.0	1	Lactobacillaceae	11555.0	1	Lactobacillus	11555.0	1	Lactobacillus sp. wkB8	4728.0	4
SRR1425494_1_length_485_cov_1.02093	485	0.5588	0	1.021	Bacteria	8285.3	0	Proteobacteria	4229.3	1	Rhizobiales	4229.3	1	Bacteria-undef	4056.0	3	Bacteria-undef	4056.0	4	uncultured bacterium	4056.0	7
SRR1425497_1_length_1521_cov_10.9495	1521	0.5247	0	10.95	Bacteria	25654.0	0	Firmicutes	25654.0	0	Lactobacillales	23505.0	2	Lactobacillaceae	23505.0	2	Lactobacillus	23505.0	2	Lactobacillus sp. wkB8	10072.0	6
SRR1425497_2_length_828_cov_3.36352	828	0.5121	0	3.364	Bacteria	13961.0	0	Proteobacteria	8947.0	1	Bacteria-undef	5014.0	3	Bacteria-undef	5014.0	4	Bacteria-undef	5014.0	5	uncultured bacterium	5014.0	5
SRR1425497_3_length_654_cov_2.45743	654	0.5765	0	2.457	Bacteria	11355.0	0	Actinobacteria	11355.0	0	Bifidobacteriales	11355.0	0	Bifidobacteriaceae	11355.0	0	Bifidobacterium	11355.0	0	Bifidobacterium asteroides	4692.0	3
SRR1425497_4_length_513_cov_4.30786	513	0.5263	0	4.308	Bacteria	10033.0	0	Proteobacteria	7669.0	1	Orbales	6288.0	2	Orbaceae	6288.0	2	Frischella	4890.0	3	Frischella perrara	4890.0	3
SRR1425497_5_length_480_cov_5.97882	480	0.5271	0	5.979	Bacteria	7735.0	0	Proteobacteria	7735.0	0	Proteobacteria-undef	3304.0	3	Proteobacteria-undef	3304.0	3	Proteobacteria-undef	3304.0	5	uncultured gamma proteobacterium	3304.0	5
SRR1425497_6_length_279_cov_2.42411	279	0.5125	0	2.424	Bacteria	4404.0	0	Proteobacteria	4404.0	0	Rhizobiales	4404.0	0	Bartonellaceae	4404.0	0	Bartonella	4404.0	0	Bartonella rochalimae	1305.0	5
SRR1425497_7_length_235_cov_1.85556	235	0.5702	0	1.856	Bacteria	4290.0	0	Proteobacteria	3432.0	1	Rhizobiales	3003.0	2	Rhizobiaceae	3003.0	2	Sinorhizobium	1716.0	4	unresolved	858.0	7
SRR1425497_8_length_222_cov_5.65269	222	0.527	0	5.653	Bacteria	3968.0	0	Proteobacteria	3591.0	1	Proteobacteria-undef	1620.0	4	Proteobacteria-undef	1620.0	4	Proteobacteria-undef	1620.0	5	uncultured gamma proteobacterium	1620.0	5
SRR1425504_1_length_1634_cov_3.49145	1634	0.5061	0	3.491	Bacteria	17794.0	0	Proteobacteria	15926.0	1	Pasteurellales	12408.0	2	Pasteurellaceae	12408.0	2	Mannheimia	10651.0	3	Mannheimia sp. USDA-ARS-USMARC-1261	10651.0	3
SRR1425504_2_length_553_cov_3.43173	553	0.5099	0	3.432	Bacteria	8885.0	0	Firmicutes	8885.0	0	Lactobacillales	8885.0	0	Lactobacillaceae	8598.0	1	Lactobacillus	8598.0	1	Lactobacillus sp. wkB8	3444.0	4
SRR1425504_3_length_274_cov_2.03653	274	0.4891	0	2.037	Bacteria	4063.0	0	Proteobacteria	4063.0	0	Rhizobiales	4063.0	0	Bartonellaceae	3189.0	1	Bartonella	3189.0	1	uncultured Bartonella sp.	1320.0	4
SRR1425504_4_length_233_cov_1.94944	233	0.5751	0	1.949	Bacteria	4280.0	0	Actinobacteria	4280.0	0	Bifidobacteriales	4280.0	0	Bifidobacteriaceae	4280.0	0	Bifidobacterium	4280.0	0	Bifidobacterium dentium	2125.0	3
SRR1425504_5_length_212_cov_2.08917	212	0.533	0	2.089	Bacteria	3820.0	0	Proteobacteria	3820.0	0	Rhizobiales	3428.0	1	Bartonellaceae	2644.0	2	Bartonella	2644.0	2	unresolved	784.0	5
SRR1425505_1_length_213_cov_0.85443	213	0.5399	0	0.854	Bacteria	3602.0	0	Firmicutes	3602.0	0	Lactobacillales	2513.0	1	Lactobacillaceae	2513.0	1	Lactobacillus	2513.0	1	Lactobacillus johnsonii	1428.0	4
SRR2032609_1_length_364_cov_0.838188	364	0.5412	0	0.838	Bacteria	6292.0	0	Proteobacteria	5273.0	1	Rhodospirillales	3614.0	3	Acetobacteraceae	3614.0	3	Acetobacter	2004.0	5	Acetobacter ghanensis	2004.0	9
SRR2032609_2_length_358_cov_1.0462	358	0.5531	0	1.046	Bacteria	5160.0	0	Proteobacteria	4616.0	1	Rhodospirillales	4616.0	1	Acetobacteraceae	4616.0	1	Gluconobacter	2440.0	2	Gluconobacter oxydans	2440.0	5
SRR2032609_3_length_337_cov_1.18085	337	0.5371	0	1.181	Bacteria	5531.0	0	Proteobacteria	5013.0	1	Rhodospirillales	3767.0	2	Acetobacteraceae	3767.0	2	Acetobacter	1898.0	4	uncultured alpha proteobacterium	1246.0	6
SRR2032609_4_length_230_cov_1.63429	230	0.5435	0	1.634	Bacteria	3735.0	0	Proteobacteria	3372.0	1	Rhodospirillales	3372.0	1	Acetobacteraceae	3372.0	1	Acetobacteraceae-undef	1960.0	2	Acetobacter pasteurianus	1412.0	6
SRR2032611_1_length_980_cov_2.02919	980	0.5286	0	2.029	Bacteria	12096.0	0	Firmicutes	10854.0	1	Lactobacillales	10854.0	1	Streptococcaceae	10854.0	1	Streptococcus	10854.0	1	Streptococcus anginosus	8442.0	2
SRR2032611_2_length_573_cov_5.08687	573	0.5445	0	5.087	Bacteria	9660.0	0	Proteobacteria	7697.0	2	Rhodospirillales	7697.0	2	Acetobacteraceae	7697.0	2	Acetobacteraceae-undef	4177.0	3	Acetobacter ghanensis	3520.0	6
SRR2032611_3_length_540_cov_2.61443	540	0.5093	0	2.614	Bacteria	10500.0	0	Firmicutes	9631.0	1	Lactobacillales	9631.0	1	Lactobacillaceae	9307.0	2	Lactobacillus	9307.0	2	Lactobacillus sp. wkB8	3904.0	5
SRR667170_1_length_1638_cov_63.1617	1638	0.5104	0	63.162	Bacteria	26892.0	0	Proteobacteria	26892.0	0	Orbales	22535.0	1	Orbaceae	22535.0	1	Gilliamella	19971.0	2	Gilliamella apicola	19971.0	2
SRR667170_2_length_487_cov_3.34259	487	0.538	0	3.343	Bacteria	6870.0	0	Proteobacteria	6253.0	1	Neisseriales	4277.0	3	Neisseriaceae	4277.0	3	Snodgrassella	3044.0	4	Snodgrassella alvi	3044.0	4
SRR667170_3_length_434_cov_51.1108	434	0.4862	0	51.111	Eukaryota	5992.0	0	Ascomycota	4086.0	2	Eurotiales	4086.0	4	Aspergillaceae	4086.0	5	Aspergillus	2910.0	6	Aspergillus niger	1746.0	8
SRR667170_4_length_425_cov_56.0568	425	0.5318	0	56.057	Bacteria	6846.0	0	Firmicutes	6846.0	0	Lactobacillales	6846.0	0	Lactobacillaceae	6846.0	0	Lactobacillus	6846.0	0	uncultured Lactobacillus sp.	3289.0	5
SRR667170_5_length_423_cov_448.658	423	0.5248	0	448.658	Bacteria	7592.0	0	Firmicutes	7592.0	0	Lactobacillales	6810.0	1	Lactobacillaceae	6810.0	1	Lactobacillus	6810.0	1	Lactobacillus acidophilus	2178.0	7
SRR667170_6_length_413_cov_2.76257	413	0.5036	0	2.763	Bacteria	6915.0	0	Proteobacteria	6915.0	0	Neisseriales	6915.0	0	Neisseriaceae	6915.0	0	Neisseriaceae-undef	3790.0	1	uncultured Neisseriaceae bacterium	3790.0	2
SRR667170_7_length_398_cov_402.239	398	0.5377	0	402.239	Bacteria	6569.0	0	Firmicutes	5959.0	1	Lactobacillales	5959.0	1	Lactobacillaceae	5959.0	1	Lactobacillus	5959.0	1	unresolved	693.0	9
SRR667170_8_length_398_cov_52.5743	398	0.5477	0	52.574	Bacteria	6925.0	0	Firmicutes	6278.0	1	Lactobacillales	6278.0	1	Lactobacillaceae	6278.0	1	Lactobacillus	6278.0	1	Lactobacillus sakei	2598.0	6
SRR667170_9_length_371_cov_208.573	371	0.5472	0	208.573	Bacteria	5675.0	0	Firmicutes	5675.0	0	Lactobacillales	5675.0	0	Lactobacillaceae	5675.0	0	Lactobacillus	5675.0	0	Lactobacillus sp. wkB8	2564.0	3
